"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1979",9.45025879847205,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1980",9.23654663331101,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1981",8.93555375477796,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1982",8.78616892777948,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1983",8.93109473005966,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1984",9.59373038273612,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1985",9.70068314837876,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1986",9.6257777723606,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1987",8.16074450397241,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1988",6.84397684970015,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1989",6.13335006664189,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1990",5.76983269250884,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1991",5.22489642405551,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1992",5.03666384814698,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1993",6.42866889256956,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1994",7.75665242112526,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1995",8.05750392287239,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1996",8.15824205690403,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1997",7.65135619639233,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1998",5.90719686035692,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","1999",5.35436878290096,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2000",4.87200306391842,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2001",4.85323735480438,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2002",5.83026727922747,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2003",7.08758944589239,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2004",7.44365844928119,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2005",8.3942473023312,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2006",8.45829733052268,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2007",8.77282486057782,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2008",8.36428456761235,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2009",10.2281553554893,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2010",11.5549456317905,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2011",13.4448075563629,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2012",16.5161143670379,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2013",17.0915472184864,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2014",14.5354135165176,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2015",12.938544914105,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2016",11.4517015641397,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2017",9.15095086379203,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2018",7.19441439669579,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2019",6.63646537358222,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2020",6.9762348045121,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2021",6.70148167326985,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2022",6.13501651203756,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2023",6.48018490315261,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2024",6.34371604881665,
"PRT","UNEMPFORECAST","TOT","PC_LF","A","2025",6.27746974031595,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","1994",13.6454315732099,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","1995",13.1027433995487,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","1996",11.3277669283807,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","1997",11.8821966784177,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","1998",12.6050921233081,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","1999",16.3531327239201,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2000",18.7570064556032,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2001",19.3025288317216,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2002",18.6276947797311,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2003",17.50088138048,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2004",18.1332101128787,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2005",16.1692389166289,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2006",13.3109208878342,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2007",11.0168451847308,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2008",9.5663644470868,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2009",12.0512272418889,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2010",14.3728062072788,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2011",13.6056642847814,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2012",13.9480320342881,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2013",14.2167920376388,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2014",13.1783444170923,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2015",11.47630786086,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2016",9.64513936097892,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2017",8.13079701595475,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2018",6.53539436311995,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2019",5.75349961242077,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2020",6.68798613927094,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2021",6.82641049433255,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2022",6.1420345499655,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2023",5.96741625484379,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2024",6.25477729332581,
"SVK","UNEMPFORECAST","TOT","PC_LF","A","2025",6.13905361120724,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1977",4.31947404420952,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1978",5.79634377489674,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1979",7.23499217757698,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1980",9.6106121227473,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1981",11.8694783403086,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1982",13.446788143649,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1983",14.7459757773089,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1984",17.1703122882511,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1985",18.388869910658,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1986",17.9655093558876,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1987",17.0277215490921,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1988",15.0606792993153,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1989",13.0517078778953,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1990",12.5556984129039,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1991",12.6808323568498,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1992",14.035806483788,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1993",17.785955069159,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1994",19.7585103064163,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1995",19.3552050703409,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1996",18.1527892698205,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1997",16.8898013078205,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1998",15.1738235611516,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","1999",12.6703699991542,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2000",11.1936657710963,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2001",10.5290217683386,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2002",11.4503414221243,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2003",11.4835680394474,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2004",10.9616689426537,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2005",9.1461669634896,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2006",8.45214468795304,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2007",8.2321583246288,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2008",11.254542754733,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2009",17.8567436501522,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2010",19.8597238346432,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2011",21.3905163842435,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2012",24.7871496393487,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2013",26.0935419709897,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2014",24.441315075535,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2015",22.0572789707717,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2016",19.6347061974414,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2017",17.2235175651804,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2018",15.2547370636454,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2019",14.1041578229106,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2020",15.531916765457,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2021",14.7805362633952,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2022",12.9171711462861,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2023",12.0478785848389,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2024",11.9794904479819,
"ESP","UNEMPFORECAST","TOT","PC_LF","A","2025",11.8246331306043,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1960",2.30563035496243,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1961",2.0002473990708,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1962",1.98738114896856,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1963",2.23407096014484,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1964",2.0918342333791,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1965",1.5788313115154,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1966",2.0864042790774,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1967",2.8362293561743,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1968",2.97535861153736,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1969",2.5363287542738,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1970",2.02222428086178,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1971",3.40752315004201,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1972",3.59996041404007,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1973",3.29398213841904,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1974",2.65016063309062,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1975",2.17542589027145,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1976",2.13030951278967,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1977",2.44117009503357,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1978",3.0139606309656,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1979",2.80181606090309,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1980",2.69043328376454,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1981",3.34244426881682,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1982",4.24880161796454,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1983",4.65736973288109,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1984",4.18211700772266,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1985",3.68672538452004,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1986",3.4112041070118,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1987",2.74394006184778,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1988",2.2596031618443,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1989",1.96808078291088,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1990",2.1664183647307,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1991",3.8373354771189,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1992",6.78250461379977,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1993",10.9865654916605,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1994",11.4040396148031,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1995",10.7130378707342,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1996",11.6592633804681,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1997",11.9264807724775,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1998",9.93042528721358,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","1999",8.38840507903381,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2000",6.90820344535785,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2001",5.9732406956547,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2002",6.08959976840125,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2003",6.7048579450233,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2004",7.5132297903856,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2005",7.91697297759139,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2006",7.17459747600871,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2007",6.23235105590493,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2008",6.28361607066436,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2009",8.432641579407,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2010",8.70131212952808,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2011",7.87706378469448,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2012",8.06149380439483,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2013",8.12459127094052,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2014",8.0328149863514,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2015",7.51069759382355,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2016",7.06295306407175,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2017",6.79229696133675,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2018",6.45339284778502,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2019",6.91046316152053,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2020",8.51478460885479,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2021",8.88103878276866,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2022",7.48059280169377,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2023",7.67821748796035,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2024",8.30027318829146,
"SWE","UNEMPFORECAST","TOT","PC_LF","A","2025",8.36203621883336,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1975",0.410102803566883,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1976",0.654294643140101,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1977",0.365732945437552,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1978",0.337689699429561,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1979",0.312478230500956,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1980",0.186144189789517,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1981",0.188167928669671,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1982",0.448475406096778,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1983",0.898836370582368,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1984",1.08510719346472,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1985",0.889256086485562,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1986",0.749710666566898,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1987",0.706152818660033,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1988",0.618050653290667,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1989",0.473822139812185,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1990",0.543413148854849,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1991",2.06275824967299,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1992",3.35074015198216,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1993",4.43478563739858,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1994",4.43672001190854,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1995",3.82663336704853,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1996",4.20097887287119,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1997",4.75301742013829,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1998",4.04467363804706,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","1999",3.43508839721527,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2000",3.13412660083018,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2001",2.7731293572803,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2002",3.52230559425257,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2003",4.76406786925181,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2004",5.05792778476842,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2005",5.06205150152237,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2006",4.58168830762987,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2007",4.15723989344565,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2008",3.89071423011774,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2009",4.76269717612922,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2010",4.80506633920042,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2011",4.40889864034094,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2012",4.49673499580698,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2013",4.74901927284338,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2014",4.82660515388514,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2015",4.81272263589667,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2016",4.91914908381155,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2017",4.79586399219582,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2018",4.72266700284301,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2019",4.38714423400241,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2020",4.82688357266448,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2021",5.08772171654054,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2022",4.29949235064279,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2023",4.0617203001314,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2024",4.36077291898039,
"CHE","UNEMPFORECAST","TOT","PC_LF","A","2025",4.38459923827433,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1960",8.8107847073804,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1961",8.7022997102202,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1962",9.77803162554754,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1963",9.33715942668113,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1964",9.08371659647703,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1965",9.13959622641065,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1966",8.94971676771839,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1967",9.65840073912529,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1968",10.1197943124006,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1969",10.7843966404371,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1970",5.68918197722698,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1971",6.04275880931417,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1972",5.60605461424203,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1973",6.05481170646716,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1974",6.58605208281734,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1975",6.8613040131839,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1976",8.15275862232093,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1977",9.21203595540911,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1978",9.26964707784281,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1979",8.0894782193771,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1980",7.53173150425468,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1981",6.57914887739088,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1982",6.46622233890232,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1983",7.15831453572995,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1984",7.05484863280751,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1985",6.59203123568372,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1986",7.36472815954664,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1987",7.78134289443853,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1988",7.88041156247927,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1989",8.0162270327395,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1990",7.46014001520919,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1991",7.65999288127346,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1992",7.94434600402403,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1993",8.36810818902636,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1994",8.01273775393011,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1995",7.10877045439951,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1996",6.12360241828802,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1997",6.31831369952237,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1998",6.37305176759313,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","1999",7.15499248487279,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2000",5.99694724505563,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2001",7.80368561100224,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2002",9.76432090597905,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2003",9.92514589279818,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2004",9.68769669845133,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2005",9.45881929133101,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2006",8.99208278024022,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2007",9.11412118374205,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2008",9.98287273367386,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2009",12.9868475682414,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2010",11.0675746112354,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2011",9.08198209318517,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2012",8.36973410181761,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2013",8.99361415279569,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2014",9.89636762100147,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2015",10.3009285344031,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2016",10.9025324111959,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2017",10.9175955150709,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2018",10.9491582448014,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2019",13.7195833258555,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2020",13.1391331445527,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2021",12.0058923374126,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2022",10.4758781518728,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2023",9.59449767169043,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2024",10.0312212420021,
"TUR","UNEMPFORECAST","TOT","PC_LF","A","2025",10.2430367501363,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1960",2.77225945606986,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1961",2.68145631799939,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1962",3.17084175744021,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1963",3.42572553914506,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1964",2.81542461391448,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1965",2.66570800181986,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1966",2.76542965757558,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1967",3.47361700132261,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1968",3.5476448802755,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1969",3.39896540130932,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1970",3.49931639854764,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1971",4.1384705652259,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1972",4.34321518568607,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1973",3.65095905214002,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1974",3.65305592178072,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1975",4.49592063431264,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1976",5.39423838468659,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1977",5.5938201605845,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1978",5.50619482438525,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1979",5.37617245814829,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1980",6.80925360104758,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1981",9.64735469793073,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1982",10.7164824513989,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1983",11.4713658028001,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1984",11.7735211574617,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1985",11.3576152972768,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1986",11.3244226255532,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1987",10.4333939582132,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1988",8.5744345081536,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1989",7.22145625764158,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1990",7.09865339072413,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1991",8.81684078453241,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1992",9.94834546832854,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1993",10.3764312089897,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1994",9.49432221433641,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1995",8.62082695523682,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1996",8.09874366321358,
"GBR","UNEMPFORECAST","TOT","PC_LF","A","1997",6.97044356571068,
